transmit_tx,transmit_block,sprayed_in_block,sprayed_in_block_count,exec_b0_count,exec_b1_count,exec_b2_count,has_gatepass_within_2blocks,gatepass_block,gatepass_tx,gatepass_fee_eth,total_exec_b0_b2
0x3415f0a5225d20d41e16a0411a70d216bade5d0d62092472334d01ef5330a8b2,38901641,1,1,1,0,1,0,,,,2
0xe109322543b8e826c1bfb053dbcee1837fff1cf24090a5d7a893908e26e35fde,38901671,0,0,0,1,0,1,38901672,0xb84d10b6ad8302e61c497f489820b5a6160ba927be83f799e991df211c6cd76c,0.000001273613552143,1
0x255985ef3bd366d41d19554956f5c0e3be69967a4c6a34bdc1e6a25dbee66cfd,38901761,1,1,1,0,1,1,38901763,0xe0bbb67dadd410e47300e8b8185edd96a148f6c08774cee7c09313046bb0812e,0.000001289124117639,2
0xc918030ddd1867e858ca6cd11a83b1ecac471698ecb2796fbfac23c9f12f57fb,38901822,1,1,1,0,1,1,38901822,0x04b279d7c3cf91aaa5f3fe8cd1b8b36408dcc1885fda7637e57cc22315b83ffa,0.000001300137595388,2
0x71e599cb5566f0564cd5ec8b38b1d5f875584106356c74038bd20d712acd7312,38901837,0,0,0,1,0,1,38901838,0x49133ff000be618276ba6a1e19dec4b3eefa6d6b6f9ad418782cf18e28100a45,0.000001301364481101,1
0xe9dc7a417b3ef278c91dec42bd55ecac0e837eec9155fa9e48d0da1803f8ad98,38901897,0,0,0,0,1,0,,,,1
0xb1b09b0fa5e3b0ff4d5703f26db2da6f00755443c2c95d9de4bf214ed3b001e0,38901942,1,1,1,0,1,1,38901942,0x21a3b9e87f36b6c4ce4d9155589169978e64340cb05d9d228675bc3bad6c5f3f,0.000001327490134835,2
0xaa811c0036f53c3a6d677b785511e52c300701f00928b6132d64ad190df0d002,38902030,0,0,0,0,1,1,38902032,0xc5f37dd439bbdd755fd80f55f0335c9abd1bc2cdccfcb714406e1fa755d9d1ee,0.000001398979818383,1
0xcc191aa652680c23972c1102e46b48e4fb2428ec473da2c9de8d2a1dfb1447ce,38902109,0,0,0,0,0,0,,,,0
0xabd9f442f6c164ae9b5be3d348cbfcd8dab5552044b9f6f0b2ea118f558987bf,38902146,0,0,0,0,0,0,,,,0
0xaaaf06090432f92bdd9c62d4132d9985bf51cb09dfa43ea6738ba329724dc831,38902146,0,0,0,0,0,0,,,,0
0xdb4e4f2f96fde92fdc8a1b95cf3ba5cb9f04064955d70ca567eb19879943f6fd,38902146,0,0,0,0,0,0,,,,0
0xd0d2f0d6d4cbb048f330fa00aed81ccee4e2cc07f2ecd38eb1ee72ffa0b60ca4,38902181,0,0,0,0,0,0,,,,0
0x582ea2928706968f7607c8fddbd5af9ed7fe606b615878a9af0e490cb5604a89,38902181,0,0,0,0,0,0,,,,0
0xe87d8593efb62f9cc15190a50f69c3e2d8bd918670dab36714de68541fb803a8,38902181,0,0,0,0,0,0,,,,0
0x84ceda6c16aaaafc2f6b07565f379387841f2d098d3770b46464e6363a44ed8f,38902192,0,0,0,0,0,0,,,,0
0xbe77e78472efe606a601a54b5f8146359552c7c31772b65c3bd98fb5ed9fec3c,38902200,0,0,0,0,0,0,,,,0
0xf55aeab4bef67affc4fe093de497b3e1a33064805e66d19d8f7d57d4fa84983b,38902209,0,0,0,0,0,0,,,,0
0x737fff801b01bf40b0d7ff5482cf42f8170a0bb5694d37e0395ee5e9872235a2,38902210,0,0,0,0,0,0,,,,0
0xdafc559a13588345f7ce06eb73ec374e3b1824b875373e5262306bf9391baade,38902210,0,0,0,0,0,0,,,,0
0x2b0e3179dd5e6f3a7b0e94ffde3030e3aa14d1275bb25e03928d4f8e5908ef6e,38902210,0,0,0,0,0,0,,,,0
0x7a373377c469d0d19c25b97616688abfc2c115af92cfea35a9b984eeb6e0b191,38902219,0,0,0,0,0,0,,,,0
0x1841a8c9bfb90cb67e846130767e4fced66e55a6771752006150ff3f5edcca49,38902227,0,0,0,0,0,0,,,,0
0xa24fb32c4f117a5ce7c327dc3bc7d69e7a151d01e967bf40092508f20a4dc551,38902229,0,0,0,0,0,0,,,,0
0x0b11719ba31255c493d99a0241b4c6e95e976f152c2b1f4d36e510c745c3f647,38902242,0,0,0,0,0,0,,,,0
0x31bd161cc8ae3aa749012bb8f431d672d773e41a0ef406a52a89bbd0c42a493f,38902251,0,0,0,0,0,0,,,,0
0xbd064e19479ef30a8842a12d0da26a83516f9787b95d95bdd1634278950140a8,38902253,0,0,0,0,0,0,,,,0
0xebc8313c47e71fd2fdd09e1a9d463aef0652519eb925727196fc35d02dad0ae7,38902257,0,0,0,0,0,0,,,,0
0xcdbc2c2cd842c9c4f5d73ae49143aefc737bb807f979b143a79247a8533d94f1,38902260,0,0,0,0,0,0,,,,0
0x6843190f8d387b4d98ba855d801254bc4b218163e30cca41fcb027552482ef42,38902270,0,0,0,0,0,0,,,,0
0xbb0ea6dd650171fd122e0c8f6971c67d365e76ac3c211a728bc796c372522152,38902274,0,0,0,0,0,0,,,,0
0x32e24b352a4ee7bb08fe1f5705ca5579e394f482e20c7c7308596e4778cab1a1,38902276,0,0,0,0,0,0,,,,0
0x1326df4c4ec447811a37acd7d17be48307ca0e4303925513a42209c93745bb55,38902285,0,0,0,0,0,0,,,,0
0xe2fc535ae2a2b817afc812df354c0d918ee79e97f6b6a68c4c52be2f3b458d7a,38902293,0,0,0,0,0,0,,,,0
0x0ddfaedd6644d0ce448c4d65385915ee569b230689f3df55f3b11b3e417e481a,38902296,0,0,0,0,0,0,,,,0
0xfa14290a7a905a924f90d4f6981ab92d1edee336489df6bffc67f84f99e2403d,38902298,0,0,0,1,0,0,,,,1
0x57cbfd57db1c0ac636e063bc71d8e240704493fe2406cadd1ce83d2462cf409a,38902306,0,0,0,0,0,0,,,,0
0xd5a71b81e0ba2e6dd906d68165e497f6d5b255904ab9b58d7473825e17a13525,38902306,0,0,0,0,0,0,,,,0
0x847af6828c449accd2eee8874539b0357143d337c275c0e8c622770b33e56fbb,38902310,0,0,0,0,0,0,,,,0
0x9add500e57f1eb4c49239547e21d131d102be8c118db35b08d276ba00ba04722,38902316,0,0,0,0,0,0,,,,0
0xac4260234c8e0297d3674ee3340046786ae2eb47f793a3ae06644f5ddfaac4bb,38902324,0,0,0,0,0,0,,,,0
0x4c699fa4827f95a87d332dd7819d6bdf8b9826babb5bf7f3dee0a89394b723cf,38902325,0,0,0,0,0,0,,,,0
0x2b666ff7ff6c80b5fbbaa3516898ac8938be4e1da385e8f01db42381a164d92b,38902333,0,0,0,0,0,0,,,,0
0x9009b37649c903b060717e75f486c97b8f90088d97f4b8d788ea7efb4117cc68,38902334,0,0,0,0,0,0,,,,0
0x78a4638874c97c466d3e8d783dc018bd2dd10d84efc8e5624e2ede0c2299529a,38902338,0,0,0,0,0,0,,,,0
0xfd40ac7ff7a75724385be8a2033f5e81d1b419c68492c3dcaf9f3797ae6ed4ce,38902339,0,0,0,0,0,0,,,,0
0xfbffd0fea6d135a0ba176eb188f8e78da52434abf67f5e1bfcfed7d4b2c36877,38902339,0,0,0,0,0,0,,,,0
0xfcbfe24f9845bf62efdf2a610d630d8fe53c4b7996f8e262cdbea760e0a13418,38902348,0,0,0,1,0,0,,,,1
0x525d610921d85f4a8a97babc8b255c502e3c175abb9a0575b184037b6cd91c5a,38902393,0,0,0,0,0,0,,,,0
0x7a112d66636843dc1fe320526fdd6d574a882fb618218d4ad732bba0bdb71a55,38902428,0,0,0,0,0,0,,,,0
0x2ea4e04d2fc2e7ce4be49ab3b35a3882e69943ae933af85e0f04cc0b50311579,38902475,1,1,1,0,0,0,,,,1
0x93413b13efe9cf087732ab2e761e31a7c1643797c99ef326e4a223cb9d04d7e8,38902494,0,0,0,0,0,0,,,,0
0x9fc301589bee208c4faf5215edaea0ec37ab20f0026c0542dadd5c0a29d20004,38902526,0,0,0,0,0,0,,,,0
0xccf206d4f66402c32cb37df4442f95c981ae51e4d84e52306033d9a2183d320d,38902572,1,1,1,0,1,0,,,,2
0x3f573b2c4d5ebf3e5867aa10cea83fdd414b9d94c55b69475b9380cc16337195,38902617,1,1,1,0,1,0,,,,2
0xc24da3ce1fc5e244ccbaca0ed616407c40507b7cf157e41ddc0f0e79f480f1bd,38902647,0,0,0,1,0,1,38902648,0xee37d45e9bde88d761a9087f2f2652edacbdb995ad7c2ed3a37aa51ee3106e8d,0.000001354934260553,1
0x1e018fbe3a3b63ec1cb12c047d6f2bd8ba9e318a2dde0333433a2de771dc7fd3,38902767,1,1,1,0,1,0,,,,2
0xa3cdadbb94ddcb07e256a4ea209a7650b37075cd83a2f6c927e0e1c3672ee2f8,38902842,0,0,0,1,0,0,,,,1
0x08282ec3234a00bba113da8226a6831d80d13554c32279b4ab621f49e9afb30b,38902857,0,0,0,0,1,1,38902859,0x99818bdbe14ab54d2d202e3584837f64a683c41630b380b8632d68c04efa003f,0.00000131979301677,1
0x4044021fb4985a4a89d51be3e884df3288d809759b16f7fc19832a1509b4772d,38902992,0,0,0,1,0,1,38902993,0xc5034aaacae5d6e284592c0e0bd2dca147cdc7f0e51896dcbafcdd0f187247bc,0.000001308904366977,1
0x8e2dfb3fde133e680981a2620891d476cdd19445a6afeae478088a8ccb06c36f,38903052,1,1,1,0,1,0,,,,2
0x9a77d612c42266604fab887c8d4c3ac70651ff438f03470185e0988261f23877,38903082,0,0,0,0,1,1,38903084,0xef9f710b57307e3b420786ad0b00ba75f5438ee242239502e678d5e573a95b23,0.000001306181249139,1
0x932153861e2b10cf3085a3c8c221f857f2e86879367a39d61b5f102721c719eb,38903307,1,1,1,0,0,0,,,,1
0x288de72a2496ac8b75792e14c17236576548a528778a2982e597a25fa33caba7,38903427,1,1,1,0,1,0,,,,2
0x04bd726817e21c4a84cde09f38668beeb816dcbbfd4617d1f9d35df4d8ad0147,38903518,1,1,1,0,1,1,38903518,0xbf95d25463f6529b81240cc932399711acdf419309000fdba6c9d20fda7c90fb,0.000001312732335448,2
0x23391a9b3e93304392cfe52553845cb80b3bcb2d426edf00470a55a9c4f11e0f,38903548,0,0,0,1,0,1,38903549,0x3a5b104757ed1f48eb6fabb3f258cd09237b521288891906e19e702859074540,0.000001318052171463,1
0xc15716998b957695cd6ca3366f9e7bee413c51842654d90de5c65fabd19e73ca,38903578,1,1,1,0,1,0,,,,2
0xa097931dec65b8143f8507ca63f15af106a7ec636c28d8ea279df46d08963d57,38903893,1,1,1,0,0,0,,,,1
0x75bea44f35ce69db148a55977d8a102c3e3c4b65783ce4d9155d38b1912db66f,38903938,1,1,1,0,1,0,,,,2
0xaf3d6d915c54c34e45616c35f5a8147a797c5536718a406c40e677e5e6295371,38903998,0,0,0,1,0,1,38903999,0x2441ae7512e759817513440a67b1d5f140733dd00e57bf58936e28db65c85273,0.000001363856899345,1
0x4069ba294da54d60ce313efd8438502ab08c53f6805d795109ec5b3da29cc7be,38904088,0,0,0,0,0,0,,,,0
0x525c47544bdba820c4220c9c14c08e9e20eeef7adb096c3311cc730f12a2d17f,38904268,1,1,1,0,0,0,,,,1
0xe56423c1f2053b278223f492953f37928a7891b3892a6d124db1dc1da2e3f6ad,38904298,1,1,1,0,0,1,38904298,0x515085a15e09ce9e8203a114d9cf9c70170a52cffccf947d8659ae63419a13db,0.000001341770769959,1
0x7694876c549c1ba7854e323054fe7eed7ecbeec9d6e0d429e3f69a0adfda5d16,38904373,0,0,0,1,0,1,38904374,0xefb6c6b7a5b19ec54a9d502868ed00f246df33b2d59282d92240bf96f5c153af,0.000001332038044974,1
0x7f4ec9c96908bc84608dbd795392063d51816c1f96c07a0637fc4bc1b14e7055,38904418,0,0,0,1,0,0,,,,1
0x328fd8b34a8f8b740225b1162b4a90f0e8a0ca6936a852594d32fb1018aec29c,38904523,1,1,1,0,0,0,,,,1
0x09b8e479475dedd47a59fa2a3cebfb31c2e7d9414cef02857704d38b12dd9ee1,38904598,0,0,0,1,0,1,38904599,0x80dd82bcc98142a581335a3fc38861a2bc8e658c564b16d3df4dbc082b330191,0.000001313972008541,1
0x44d885f5c42d176a3302d2675cf960eaafc48c20a9c8562ea4f0490625813f16,38904658,0,0,0,1,0,1,38904659,0x75fc13427b393fbad8a96f81bc81ef6941f8bcd1e9050240dc2ab7c9305a828a,0.0000013028753558,1
0x972ed52dfc9a215fcb5feee5939ebc99bfe1e9b915bacbeda19a79a1e1d80371,38904733,1,1,1,0,1,0,,,,2
0x6922df8cd5264ad8f52ead2c117eea7543704bcde2eb58dc056a76446b92040f,38904958,1,1,1,0,1,0,,,,2
0x34d6a5be13d816dd4af7db4002b24372338a902274f6e74c243cac2b15af5c38,38905079,0,0,0,0,1,1,38905081,0xa081a8092c1f62c3ae86028378d45f374cf0ed134492d4acd0af098cab2f3a5c,0.000001291060633382,1
0xcda03cc2d830429f87161c6f9bc653bb2fbe1914c37bcb4209f22ae7345efd13,38905093,0,0,0,1,0,1,38905094,0x2b64d08fd6394376cf0ba002cd37bd44a3c10323294aa66e98f0c9dc8aabf7a9,0.000001309137733469,1
0xc1474931707fc4478e0ae89e513f2abd4007f5d4cb9c4a124efad8a36cbf57b6,38905124,0,0,0,1,0,0,,,,1
0x80223ec3e4c8ae097fc10c0ab2a3ea179ddb4b610ee8bb5b9ba22c3acefc0ccc,38905153,1,1,1,0,1,0,,,,2
0x77719d2f3de7dc5b4804019d89e80731b079373f3eef35a7dd9b90e0ab27ee66,38905198,1,1,1,0,1,0,,,,2
0x02eea371c7fb53448cd355a5c6d98878c221069952de5fab047140e2f0324d9e,38905228,0,0,0,1,0,0,,,,1
0x8831f07479f6c17968173396412ea3d8b132c67b85c59b6933ea9c69c7530f17,38905305,1,1,1,0,1,1,38905307,0xcf9607925f3e6ed2e010c1ca200f4e8b8e23ac8a14b3a304d8ec490f034cb734,0.000001455573337523,2
0x517386ae13c04f7b74e896faa10f1e9d25dcf6639b324ac9c9344d8f021ea75c,38905365,1,1,1,0,0,0,,,,1
0x4b415720a9576c1d42706799b92652de41f5c8ca354e769c908d02f6f4a63c02,38905379,0,0,0,1,0,1,38905380,0x67d23f004c92dae8e4f2e6b4e95013c1ab46c468915c8ebc4843de05b941c00a,0.000001457354731302,1
0x7150833e215313d463d9dc96f25d3204b14dd8d335a2b081c8c16929480929b3,38905439,1,1,1,0,1,1,38905439,0xdd9f3042f401efd4f0d5ff281812f83c23fbe0bc1e10e096ea12dc940cc97d24,0.00000145872346714,2
0x0ce95ece06920c7fa33c9012c85a6399a14205eb9f51a91b49e8980815d6e145,38905529,1,1,1,0,0,0,,,,1
0x43bf0bc61cb7e37fc607e341b919d27b6f5054b757c50a374b344b06f340d9b8,38905544,0,0,0,1,0,0,,,,1
0x49df6bf1f41b5911147fef14f06f5be9a875e4e60fb10b5256b54e61404eb8e3,38905589,0,0,0,1,0,1,38905590,0x0be3cfa8d9e155e63ec3f52a665e0212a79dbfd52cd61be5584e318a2fac3502,0.000001493482475876,1
0x6f35037723e673fec24d99f1553426de0df0ac52d6b8b50caec2cc4f465aaeb4,38905604,0,0,0,1,0,1,38905605,0x4f10c61fc0551d59b2b1792e6a118259a780866b139ee80c906a257b232feaca,0.000001496287287946,1
0x1a00c0fe1ad85d0bd4e90077961c61985b682fc5741a6ac688999c7a500daec9,38905724,1,1,1,0,1,0,,,,2
0x22700146c21febfb328d00780fd819693b99989ba9ab5fcc0c25c5da8503ee33,38905754,0,0,0,1,0,1,38905755,0x72e86f79f7465b0eff41b2fe0f8a754a058d9c80ba492250ca6129d21d335bd8,0.000001401616232574,1
0x8bef3c85e29937f2bc713bf8f3a8619a018544574db7660f12329fea4ccd3669,38905799,1,1,1,0,1,0,,,,2
0x65775961db42bd151d0410b2860c6a2dfb55379ed6eff91c41926f4aa93fa55e,38905814,1,1,1,0,1,0,,,,2
0xfccd71f6eff2eb64b0deaf2adc04ef897288a4e999692ad11ada6883c33e05e5,38905919,1,1,1,0,0,1,38905919,0x9032fac87ab0015fcac603675a0f4fab3e89e723a8761c53c214e35f662a3bfe,0.000001361529061117,1
0xf2c4589e8fe98bbb402a92ed7ae2708ff5acdef8d82914083e77bc2f64b67a7c,38906039,1,1,1,0,1,1,38906041,0x7cfa7f753a8e089a2002b9cc25310d14d28e3e1628cbe743381ecf95871c9482,0.000001343074668736,2
0x592b3bbdc66d3b3f47f99d768db75a215841407caae00e58b4d3299f2595b771,38906084,1,1,1,0,0,1,38906084,0xf9010c471a3e717baed87d5803aa784eab48d3d3b9110b23a892bd7b8f3f2a70,0.000001335930859106,1
0xe59800a113357585d21aaf9359689b1320aede7354bcc28284847abbb397c5e6,38906129,0,0,0,1,0,0,,,,1
0x62ec919a22c6f0e0f20f52fbb9c1b0d7f79f2faf3edcb5ba62858a14c784fc59,38906370,1,1,1,0,1,1,38906372,0x925aa964b2b97d28e402f315c7424a60c1018603813fb140a1af2efea6d103be,0.000001297279259743,2
0xe764a3fbc31cf8c6d566a7c6f3930b10f43fa2b2067586aa958ecad5e23357c0,38906385,1,1,1,0,0,1,38906385,0x811e48e86dedfe2ffb0b9a0ec609559b547e6339af8ba8f53935312f4b4c3ed5,0.000001329749969001,1
0xc2d8068507f9edb973e5abf68114cef79d20c9409c03d8c71e092b0b372e2c26,38906414,0,0,0,1,0,1,38906415,0x2eb03519572ff331d742f424ba863d1c797539f1c970f0f7e0b588d643248010,0.000001541470454418,1
0x63c723457b85724492be900dc56a600d039ef58f7410b9960f1b15249ee152ef,38906429,0,0,0,0,1,0,,,,1
0xd77ef1a65a025276bf934a23140ec4b09ce7a40846188bd96efbb9bda92529ad,38906444,1,1,1,0,1,0,,,,2
0xb977170cee58ac016d8539bc009cf8dc5f221c7fa93f401dc80f014a089e7fa1,38906489,1,1,1,0,1,1,38906491,0xde30217b4106674744ce72acb9df0e5e4b31f0e3fbd3c924988c6d22aa2b708a,0.000001663403986277,2
0xf6577a4b0b5c1db8beead1ab7ae96d6d4f41fafc42b09a7df069be7f6c9df9c7,38906549,0,0,0,0,1,1,38906551,0x6078c1e4df399a4716c6be92c0fb1fae1c33b11efef0056e220a76d8a797dc58,0.000001824655710532,1
0xb43397c97d6f193d374054fe7e2dd226a4bf1786d337975a8cbc46c4b58e9c09,38906580,0,0,0,1,0,1,38906581,0xc47792bdf24a968cd3dd11a570e447a1f30289a5ecbf60f9a8542364eeebd123,0.000001796634656095,1
0x3833616bd284401bb74d70554feb9e13603fb1850af3e8a3bcd2f6da64755f7c,38906699,1,1,1,0,0,0,,,,1
0x0fdc57157c431e87813409866c54536c026e42db4ce1cbcb293e2d84648e9f04,38906744,0,0,0,0,0,0,,,,0
0x98a8627c588a82f7c164384a00a24546db6d1093093a372d9a06692e28ebe226,38906820,1,1,1,0,1,1,38906820,0x64f5ed0b6dbeb90b1f582ce7ae2df0bd92b1d7d36cb06313762a5b3022954e88,0.000001748056468072,2
0xf9f33f2920062a78690d04d065c61f656b87935e226e863363beeb2d6e908a46,38906895,1,1,1,0,1,1,38906895,0xf47117a17e7a28281a97ce3c8f7f666d99a92a6d8f138f0e80800f4bd49e1bb2,0.00000169852691892,2
0xc5dd19f90909bcddbc1e0900252c846e3da34ccd05a4aae5ebe094339992de51,38906910,0,0,0,1,0,1,38906911,0xf46d401ddf6b0b13ceb82aca45d849566530084b9f0d5fc7b3a0b2085a83f3dc,0.000001721432177818,1
0x7d63121cf068637847dc54f89da10169a25e1663cecd8720dbf2f1618ef9189c,38906958,1,1,1,0,0,1,38906958,0xb0346227ade0dcadbee04254075935fc533ac9f797bf4567b5f4396e38f33237,0.000001887093097131,1
0xf1e907d138cfe9f5351e165267308a008940223106147d5ceb0af86607a56bd3,38906995,0,0,0,0,0,0,,,,0
0x49ded9f48c0322f64d9a9921049ed227efc9845341836e1e5bb1f92e9da2a8ab,38907030,0,0,0,1,0,1,38907031,0x0781df84df7598955c53d147b63e01526afe3b9fda15050d7e128e305d8e8490,0.000001586256030196,1
0x689862267e3ed18b90c134c18e919920065f66baa1d76c9658f9251b6fbe0087,38907060,1,1,1,0,1,1,38907060,0x898530459f4d02b3549001d45ca71737316291cb12188b9ebe24d885e8a5f27e,0.000001358460468384,2
0xb704e7a9842c48c8b7160dda5cc5f9b00af9be220af8d324e8a5cd5f8ba5a573,38907075,1,1,1,0,0,1,38907075,0x949425493921256a87eeab86228fa9579171a6d7e16a6cc9eb36b538e0b38940,0.000002771173605678,1
0x4a0da1b41a00744932fabeb0f261c5d3fb646473b7b432677eb1eb60c599d492,38907106,0,0,0,1,0,1,38907107,0xfc2bd474ce79d5437ddb860cb66e32d9916c6c1a8dad300e9661f264ffd09928,0.000002653251383109,1
0x3f53f640f76e51b9b96da66d0fe6737324f023178e99c34616602edbb1e72f63,38907150,1,1,1,0,1,1,38907150,0x7460a8b25e944b0f8582ed3c5396165a4ee88ffdf6d251186c46ef82c16c2f6e,0.000002709700579147,2
0xd357e5d71ea27c58e8bf2137a79c827c131626ef16134c58501a9ce310dde085,38907180,1,1,1,0,1,1,38907180,0xf5bf244f1a7a276552981aa0945270390463a3a80ecad3e95dcac768d84fe29f,0.000002826518234794,2
0xc52e2ae886848fb6bf0cd361612e9cc0fb90df820e28012867f6d0cc6a2eafa6,38907210,0,0,0,1,0,1,38907211,0x4705f898b2140ab0408f9ed3ade1f4533789577bbd354c4f0aad77efa8cc065b,0.000002924255954047,1
0x167eeacaf77dfb0f4f7685b6d9f4724983573910612989ec9ac440fcb49edd86,38907225,0,0,0,1,0,1,38907226,0x50c048be7292c1a89be93cd5795608a5a5740d77501bd0f3e2530036bcca3c03,0.000003110739306076,1
0x4b8132fcb14a6843fd6e8a8bd77be1ffa07fd78c444725282ebb6742ea1accd8,38907390,0,0,0,0,1,1,38907392,0x7ec273912eb009953bb02dfb5a873d70ff89e9a63521fd764273c5fd05c4f3c1,0.000001598369227288,1
0xbfc341e05c989c4c586e43918b30f7debdb6097ba9012c2709bd9e6ea183a1fa,38907450,0,0,0,1,0,1,38907451,0x34a5b5788621678a1246ecb3118b15fbdc7e9d75db69c14e36d8b31c086ca787,0.000001531978571797,1
0x60addb1dcc1b9661485be0f9d81d711644ac38c214f5c93d663efa5d187f8ad4,38907480,1,1,1,0,0,1,38907480,0x45d95b21a783bea1c300c7ccf0acbe694e06b9a19779427d20b436c02998e71a,0.000001490022432536,1
0x310c9b6fa8b3ce21d2e464684fa340f94b9d3aaa5a00efa400249348295f9480,38907510,0,0,0,1,0,1,38907511,0x729e7e121d2ff80a573749cbcd38c87884f514bdd6cdf03b2cfe320160d89213,0.000001461037078992,1
0x301c991623c3f4178c0a0ffac16b5ebe24d2e04530102cc0ead3f68c6284337c,38907585,0,0,0,1,0,1,38907586,0xd5db11cd606cfdf37d65c429bfe947a0a96d8faeca631d9127d4288a81758218,0.000002487861493643,1
0xf14590e25e99ec91f814b426df5895238c3baa8789b11b2ae88b0a7281f3a313,38907646,1,1,1,0,1,1,38907646,0x19a98105ce6652a254fe21f4815e0888cf1cad8ed6a31b79a4b8bc0c04dc4e8e,0.00000221192837604,2
0xfe499f3509b809390b36a9dd6cbe138910dadccf1d89fcec1f1311c60e197a84,38907675,1,1,1,0,0,1,38907675,0x99b6196160ab6b10578e2bb31202ea02944c9733976eca4e394e2aa58d0053c7,0.000001090906861565,1
0x95e8344622126a2821903a12e5282e74a4b75104cfe664c6b270e11e38d8f023,38907765,0,0,0,1,0,1,38907766,0x80b38a59a6c7fe4125e5d31a1516a7a3283953f3b72d961f477d90f8d3bdae79,9.86165141914e-7,1
0x8c17f5d45b90cad0082025cd0b773d1211c269513b58782bbfd40472ef616fa9,38907795,1,1,1,0,1,1,38907797,0xc2618fcec46cd79ebc22405da6b2705d98c1d71f08ef64402600d6e353f62750,0.000001849043825211,2
0x7821a1a4b3cc8e2e979121452cbf179adbe93a4618e6fb4ed6ae26e57edd3844,38907825,0,0,0,1,0,1,38907826,0x24f25df41cb488a8907610e0c2d2f4048f8d558faee5b4ad1f5853afbcf0d2bd,0.000001779806713346,1
0x037b42290b1a59e5c127ea1c9ec7a2e1721cb454490e76b88dfbf90408ce5081,38907930,1,1,1,0,0,0,,,,1
0x39cc5fa0ffd81742d7ec4513c2ee36e6c96457d8a6f0c40fd681fe83d29dd7d4,38907945,0,0,0,1,0,1,38907946,0xc22790bf451a9c5ec3883c8146b17dbbb8b2ce607f6140e75205d1f9d9592d58,0.000001680661797653,1
0x1e1c1d0c6eb6b12ff5e01530752395f80dd30f8dd6b78b456618d9ac4f926e77,38908021,1,1,1,0,0,1,38908021,0xf98b919952a302c86267aef15c6c6956288964344277176147ea2f9dc64fcd84,0.000001599511348482,1
0x8d030f1ef884ba10a8bb90b8370c1b24b8bbffaa71fef5e1374b1e4d9f34f073,38908065,0,0,0,0,1,0,,,,1
0x096080efcd2b293a12b83dbdbb293ae0bf8133e9626807df946e03868c161504,38908170,1,1,1,0,0,0,,,,1
0x8120faf9e49e199819030751d31b1319f14fdd8beee4408efc4da131eb79adae,38908245,0,0,0,1,0,1,38908246,0xcd000462846dd203023da02453950a1f3bacd281eee488751ceae1012732acde,0.000001516968101058,1
0xbe5042e5eca40612930d3b5ff6f5e57dc63951a2146da699088b37537bcea23a,38908306,0,0,0,1,0,0,,,,1
0xda600e6f996939f34970871266591cad81742f21a7cb9d2694f665816fd58227,38908396,0,0,0,1,0,0,,,,1
0xd7458349c92aecd8100d01c1f23b045c38b5d46002eb98899494325ef4532ab9,38908411,0,0,0,1,0,1,38908412,0x2a74648e994b446f77707d9b7605efb723520caf16851f56f70c1d148af22fcd,0.000001592578166369,1
0xdf33677f9123e76f1659ec751fc449213ed2e07f43a5f05f82e7f5782ddcdab3,38908486,0,0,0,1,0,0,,,,1
0x2bd659f73e75e2c20d34267e441ecfd51ac5af3efe15bde8289533423f042ec0,38908501,1,1,1,0,1,0,,,,2
0xececa58eb67f3f874719ae78a6104b9885b2ce8c7e466215541ddaaf792ae209,38908576,0,0,0,0,1,0,,,,1
0x903a400dc941236a650cd0a88472d310f6ffc868e480543a145688d3e9251601,38908696,1,1,1,0,0,0,,,,1
0x88e245dff44540132decf19dd2ddba9519afd12812777b9ae4dd6052dc523eb1,38908861,0,0,0,0,1,0,,,,1
0x432cdc336ac22650812175621f4e2e433b72932aa53ce2a84686ff49afa2331e,38908876,1,1,1,0,1,0,,,,2
0x3bf3051c264add11c9d3a587e74148eb84b3016fd6afa36a072d8002b074936d,38908891,0,0,0,1,0,1,38908892,0x8f67c4e0a465c653ca61684d5f9e7f74d190ffe9c0cd3d471796682b8e4b7f82,0.000001415456736968,1
0x81d683bb982162135028bd92727e6fa590c523b1b3183cb8d69bf163036d514c,38908921,1,1,1,0,0,0,,,,1
0x9e1a31067f44220b9db407737fdd38a482988fe55de6dee1581c5efcc888d920,38908981,1,1,1,0,1,1,38908983,0x345ecafaa61b25545beec94d2a4cf6cf62d9745119e08f1d6e55e4b5750e8592,0.000001556218240018,2
0x32131cd45947bf021db754432cad0d8b75eb65ab5471990d32bb02b68e6ae8ba,38909026,1,1,1,0,1,0,,,,2
0xc05e2ec598c55f1b6000293495967f3d3afff80d1b6f782a15899d9e28386fda,38909041,0,0,0,1,0,1,38909042,0xa507835cecc91a6e50f3eda79dbd5c6c47fd741abd170fcb8df4c8c1339c6a49,0.000001493611469713,1
0x89a3669541043315216b7e5f1edbacc9bd72fbf5591a08e1a577587ef26e209d,38909086,1,1,1,0,0,0,,,,1
0xa4b948dc9f6ec33c7887befe679fb0f94f2ade58ef2eb76afb65004bd253bfd7,38909116,1,1,1,0,1,1,38909118,0x647569d87f744b49a6d3abcedcdd0a39834f94a908ca4ec7747780fc1eefa6b6,0.000001434385170316,2
0xa083d14d8f83980a9cbc553a53325bdefc33ad6484ce8780d1bef8ce56497f2f,38909146,1,1,1,0,1,0,,,,2
